y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
pre_ff,1000,log_pre_ff ~ age_years + C(cluster_region) + abs_contrast + n_trials,0.0005110469161160704,0.9169868973812499,0.9790209790209791,-0.0012721336348256245
