y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
post_fr,1000,log_post_fr ~ age_years + C(cluster_region) + abs_contrast + n_trials,0.23157595795846786,9.98396492390873e-32,0.001998001998001998,0.0009655991120946717
