y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
fr_delta_modulation,1000,fr_delta_modulation ~ age_years + C(cluster_region) + n_trials,0.36999941230854577,0.029912730877687706,0.2757242757242757,-0.010767227735835497
