eid,threshold_l,threshold_r,threshold,bias_l,bias_r,bias,lapselow_l,lapselow_r,lapselow,lapsehigh_l,lapsehigh_r,lapsehigh,corr_rt_median,rt_median,rt_raw_median,rt_CV,rt_raw_CV,corr_rt_CV,rt_MAD,rt_raw_MAD,corr_rt_MAD,bias_shift,lapselow_shift,lapsehigh_shift,abs_bias,mean_lapse,mouse_age,age_group,age_months,age_years
c875fc7d-0966-448a-813d-663088fbfae8,24.452864754659625,39.99999999467608,33.69243357473657,5.893835324802172,-4.115418353568055,4.549581148035699,0.05101993602013051,6.472757356587411e-10,0.0591452383056769,0.5233978287915788,0.18031921464500245,0.210735226471097,0.327213239976345,0.3105059304864426,0.3105059304864426,0.703748697531063,0.703748697531063,0.663060632156757,0.11452999151151749,0.11452999151151749,0.1062699220910873,10.009253678370227,0.05101993537285478,0.34307861414657637,4.549581148035699,0.13494023238838695,597,old,19.9,1.6356164383561644
0fe99726-9982-4c41-a07c-2cd7af6a6733,34.99753292067379,35.85259616343039,29.831816065091797,14.7709510953863,5.396609510036582,8.45360785695841,0.0004888603912791089,3.2984509288690174e-06,1.269146434191578e-11,0.27518200776774077,0.03635228505481689,0.07191822560014871,0.4371106492232002,0.454180323909668,0.454180323909668,0.6714865491963421,0.6714865491963421,0.6200452804106308,0.17102241630934145,0.17102241630934145,0.1352398905296184,9.374341585349718,0.00048556194035023986,0.23882972271292388,8.45360785695841,0.035959112806420085,524,old,17.466666666666665,1.4356164383561645
c94463ed-57da-4f02-8406-46f2f03924f3,27.115286675566296,27.861821211062,21.82231740951256,9.519651988972896,-18.08892577255439,0.13765541109351775,0.02967696073567979,9.182880103401042e-11,0.024768006760769318,2.6707232245608223e-06,0.03419583807488971,0.019462865557915446,0.3478179599985651,0.34371505710225847,0.34371505710225847,0.7584953815503848,0.7584953815503848,0.6943989716607676,0.10268514923791376,0.10268514923791376,0.0948972577782286,27.608577761527286,0.02967696064385099,-0.03419316735166515,0.13765541109351775,0.022115436159342382,317,old,10.566666666666666,0.8684931506849315
ba7fc4d0-0486-4415-9b12-3f13b1cff710,17.083841842598734,23.70898671937678,21.41983721523517,8.9745787952676,-6.246923512589019,1.563980545130384,0.04448674096743829,7.817040988039022e-11,1.6858706802547098e-10,0.09058743277664155,0.07212228162210507,0.06073742623691206,0.313733333333289,0.31663910006449214,0.31663910006449214,0.809682565899421,0.809682565899421,0.74570718115935,0.086485037069906,0.086485037069906,0.07072353864253961,15.22150230785662,0.044486740889267885,0.01846515115453648,1.563980545130384,0.030368713202749562,318,old,10.6,0.8712328767123287
93374502-c701-4b83-aa1a-23050b514708,39.99999951504862,39.999999993515786,35.107101523198615,16.265524712322595,-9.407724667191605,4.675920708575442,1.5818074795987177e-05,1.075454168164787e-07,0.018597838850552117,0.20526271341753122,0.07655842092674749,0.05855832438763369,0.3491489438342796,0.39399745674751324,0.39399745674751324,0.7710273372836599,0.7710273372836599,0.7798309329848572,0.1847817719239515,0.1847817719239515,0.13437233255012868,25.6732493795142,1.5710529379170698e-05,0.12870429249078374,4.675920708575442,0.0385780816190929,349,old,11.633333333333333,0.9561643835616438
78fceb60-e623-431b-ab80-7e29209058ac,39.99999510017032,39.99280975066539,38.63454327525625,12.437267774624594,4.382496200020464,4.909703229940903,1.4042515293271699e-12,0.205543609174975,1.253885373101219e-06,0.19474450067853005,2.6399813483484247e-13,0.10693140476711913,0.3307447740564839,0.3312967486203888,0.3312967486203888,0.8790167903324931,0.8790167903324931,0.8528603861487905,0.12599806744174202,0.12599806744174202,0.11110016876932599,8.05477157460413,-0.20554360917357076,0.19474450067826604,4.909703229940903,0.05346632932624611,351,old,11.7,0.9616438356164384
7ae3865a-d8f4-4b73-938e-ddaec33f8bc6,23.650322358033495,5.143549117073585,39.99999982193417,19.84435483350985,10.530939421961099,24.73328315811889,2.615104974696246e-07,0.08845114333153861,0.07076898387625646,4.5347679883701073e-08,0.056572979647047925,0.028933246043397236,0.4106455654603564,0.4318813474096714,0.4318813474096714,0.7175644158250132,0.7175644158250132,0.6979520555244049,0.1691023745870553,0.1691023745870553,0.14117843457586332,9.313415411548752,-0.08845088182104115,-0.05657293429936804,24.73328315811889,0.04985111495982685,330,old,11.0,0.9041095890410958
107249ca-0d03-4e56-a7eb-6fe6210550ae,5.000000014293939,19.932749009728695,15.820636412473212,13.063408230860972,10.030290390682186,13.914471888516264,0.009042858683243313,1.332208601332611e-05,0.023799235884186094,0.3044308878134932,6.003069939848053e-11,0.028289971542653704,0.4347495368572254,0.4542150161485665,0.4542150161485665,0.6894956865888342,0.6894956865888342,0.6586579374677293,0.16682172568204123,0.16682172568204123,0.14253692523982409,3.033117840178786,0.009029536597229987,0.3044308877534625,13.914471888516264,0.0260446037134199,332,old,11.066666666666666,0.9095890410958904
ad8e802d-ce83-437a-865f-fa769762a602,26.82825610490324,25.422484227847654,24.77141295744856,5.533384809861728,-6.570393314023857,-0.5692374914269372,0.04701688124538203,0.03909665155072942,0.023040684663412747,0.10544350451235887,0.006711807164439157,0.020525243960026265,0.3055758290920494,0.3055758290920494,0.3055758290920494,0.8234797887715665,0.8234797887715665,0.7757931613462343,0.07509345632934128,0.07509345632934128,0.07084356836313072,12.103778123885585,0.007920229694652614,0.09873169734791971,0.5692374914269372,0.021782964311719506,416,old,13.866666666666667,1.1397260273972603
804bc680-976b-4e3e-9a47-a7e94847bd06,24.320637425371423,31.87860726732184,23.898340670118692,-1.405637366796888,-11.980916141157124,-5.681271690627699,0.041729043260776144,1.5360513538960885e-08,0.023863757969687198,2.7262202572255873e-05,1.1068026258853925e-11,0.017924294942324434,0.35013906024937563,0.3485817720400064,0.3485817720400064,0.7879893905294157,0.7879893905294157,0.7309110625998851,0.10042690459192721,0.10042690459192721,0.09261573362982745,10.575278774360235,0.0417290279002626,2.7262191504229613e-05,5.681271690627699,0.020894026456005816,417,old,13.9,1.1424657534246576
