y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
ff_quench_modulation,1000,ff_quench_modulation ~ age_years + C(cluster_region) + n_trials,-0.06629920811975357,0.004519957008594865,0.03196803196803197,0.0010839694938640618
