y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
post_ff,1000,log_post_ff ~ age_years + C(cluster_region) + abs_contrast + n_trials,0.050996661313643984,6.43067213529562e-27,0.04495504495504495,-0.0017410877974447488
