y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
pre_ff,1000,log_pre_ff ~ age_years + C(cluster_region) + n_trials,5.99173970718436e-05,0.9964510367832684,0.998001998001998,-0.0013694638251222576
