y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
post_ff,1000,log_post_ff ~ age_years + C(cluster_region) + abs_contrast + n_trials,0.05080061620954466,9.517947648368245e-27,0.04495504495504495,-0.0017376386727311224
