y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
post_ff,1000,log_post_ff ~ age_years + C(cluster_region) + n_trials,0.05640614632933492,8.781650066389916e-06,0.03296703296703297,-0.00166092013097529
