y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
pre_ff,1000,log_pre_ff ~ age_years + C(cluster_region) + n_trials,0.00017758967220620058,0.9894738469968244,0.994005994005994,-0.0013479624831347183
