y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
ff_quench_modulation,1000,ff_quench_modulation ~ age_years + C(cluster_region) + n_trials,-0.06498588530963449,0.005341905063235705,0.03296703296703297,0.001137214959112981
