,Mean,SD,Naive SE,Time-series SE,2.5%,25%,50%,75%,97.5%
mu,0.36513907333817663,0.003738201793532772,3.7382017935327725e-05,3.738201793532771e-05,0.3578136399151778,0.3626496352072758,0.36518816213743055,0.3676641599032534,0.37251518016249596
age_years,-0.04082598212851794,0.012648504742661333,0.00012648504742661333,0.00012648504742661309,-0.0656796102912871,-0.049545153159340466,-0.04090282419429289,-0.03226418778597289,-0.01633204239196987
abs_contrast,0.0055132197793144565,0.010496073798168401,0.00010496073798168401,0.0001049607379816841,-0.015231750853071593,-0.0013064912945512938,0.005348192725099976,0.01249848275388312,0.026214742522539056
n_trials,0.0023132363970735934,0.00047223766254327184,4.722376625432719e-06,4.743571064352009e-06,0.0013872632357560056,0.0019954682869865654,0.0023135917393160197,0.0026358026085810744,0.003244630218531517
sig2,0.20724470856123578,0.002420422818350102,2.420422818350102e-05,2.4204228183501022e-05,0.20250577479128878,0.2056189939904886,0.20726467321719805,0.20888470824284777,0.2119756131349442
g,0.06464910542414147,0.11518779469947774,0.0011518779469947772,0.0011518779469947788,0.011409988830464308,0.02378242329143019,0.0379539578568507,0.06692363382524723,0.27171056621601736
