y_col,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
pre_ff,1000,log_pre_ff ~ age_years + C(cluster_region) + abs_contrast + n_trials,0.00037421715168096633,0.9392001846925359,0.981018981018981,-0.0012899796272254917
