y_var,n_perm,formula,observed_val,observed_val_p,p_perm,ave_null_dist
bias_shift,10000,bias_shift ~ age_years,2.8189353771506243,0.02447476574287333,0.024397560243975602,0.005487334287314242
lapselow_shift,10000,lapselow_shift ~ age_years,5.1474031369775405e-05,0.9961588794835003,0.9952004799520048,-3.148108592641373e-05
lapsehigh_shift,10000,lapsehigh_shift ~ age_years,0.005989471135692803,0.5824273212100702,0.5866413358664133,-7.992903845830636e-05
